Country,First name,Email address,Last name
Angola,Henrietta,hleftly@sfr.fr,Leftly
Angola,Bevvy,bweekley@qq.com,Weekley
Angola,Lydon,leastlake@wanadoo.fr,Eastlake
Angola,Gussy,giacovides@zonnet.nl,Iacovides
Angola,Daryl,dmctague@club-internet.fr,McTague
Angola,Gene,gdrakeford@juno.com,Drakeford
Angola,Nichols,nnaptin@neuf.fr,Naptin
Angola,Giavani,gbayfield@yandex.ru,Bayfield
Angola,Timmie,tborkett@yandex.ru,Borkett
Angola,Shandy,sreitenbach@yandex.ru,Reitenbach
Angola,Elwin,ecrisell@live.co.uk,Crisell
Angola,Arch,aager@live.com.au,Ager
Angola,Melodee,mlober@qq.com,Lober
Angola,Sorcha,sberkely@mail.com,Berkely
Angola,Tobias,tmaccolm@ig.com.br,MacColm
Angola,Chuck,ceastway@skynet.be,Eastway
Angola,Rianon,rbassil@sfr.fr,Bassil
Angola,Diandra,dhundal@outlook.com,Hundal
Angola,Tatiana,tbilovsky@rediffmail.com,Bilovsky
Angola,Trenna,tcarthew@yahoo.fr,Carthew
Angola,Pammi,pthurlbourne@hetnet.nl,Thurlbourne
Angola,Adamo,acarmel@bigpond.com,Carmel
Angola,Brigit,bbegwell@yahoo.fr,Begwell
Angola,Kordula,kkeetch@charter.net,Keetch
Angola,Buddy,bsteffans@optusnet.com.au,Steffans
Angola,Gisella,gschoenrock@charter.net,Schoenrock
Angola,Dar,dzecchini@hotmail.com,Zecchini
Angola,Gnni,gmartugin@juno.com,Martugin
Antigua and Barbuda,Mervin,mgregorin@ig.com.br,Gregorin
Antigua and Barbuda,Kandace,kbegwell@yahoo.com.sg,Begwell
Antigua and Barbuda,Roarke,rhuddy@yahoo.co.in,Huddy
Antigua and Barbuda,Jean,jangrove@hetnet.nl,Angrove
Antigua and Barbuda,Osmond,ohorburgh@t-online.de,Horburgh
Antigua and Barbuda,Shandie,slucien@centurytel.net,Lucien
Antigua and Barbuda,Kellia,ktrice@mail.com,Trice
Antigua and Barbuda,Randene,rgerriet@wanadoo.fr,Gerriet
Antigua and Barbuda,Laurice,lbattye@bellsouth.net,Battye
Antigua and Barbuda,Arte,aroutley@juno.com,Routley
Antigua and Barbuda,Lydon,lhundal@ymail.com,Hundal
Antigua and Barbuda,Demott,driba@yahoo.de,Riba
Antigua and Barbuda,Chevalier,cbaudinelli@shaw.ca,Baudinelli
Antigua and Barbuda,Claudius,cnetting@chello.nl,Netting
Antigua and Barbuda,Austen,asarre@planet.nl,Sarre
Antigua and Barbuda,Stanislas,sbarthot@shaw.ca,Barthot
Antigua and Barbuda,Colline,crandlesome@rocketmail.com,Randlesome
Antigua and Barbuda,Cletus,cbleby@googlemail.com,Bleby
Antigua and Barbuda,Loren,lwilne@voila.fr,Wilne
Antigua and Barbuda,Valli,vdesport@tiscali.it,Desport
Antigua and Barbuda,Cynthy,cleibold@live.co.uk,Leibold
Antigua and Barbuda,Helyn,hwhelband@outlook.com,Whelband
Antigua and Barbuda,Eva,eallan@yahoo.co.jp,Allan
Antigua and Barbuda,Peter,pbacup@yahoo.it,Bacup
Antigua and Barbuda,Mikaela,mferrey@live.ca,Ferrey
Antigua and Barbuda,Susana,sleftly@terra.com.br,Leftly
Antigua and Barbuda,Nolie,nromagnosi@rocketmail.com,Romagnosi
Antigua and Barbuda,Maryjo,mbaudouin@yandex.ru,Baudouin
Antigua and Barbuda,Adora,ainnett@ig.com.br,Innett
Antigua and Barbuda,Malissa,mstuck@centurytel.net,Stuck
Antigua and Barbuda,Rois,rwood@telenet.be,Wood
Argentina,Minny,mthelwll@gmail.com,Thelwll
Argentina,Geoff,gleckenby@orange.fr,Leckenby
Argentina,Denver,dhillam@mac.com,Hillam
Argentina,Benjy,bstuck@yahoo.com.br,Stuck
Argentina,Ynes,ygildea@yahoo.com.mx,Gildea
Argentina,Oliviero,ogeorgeson@optusnet.com.au,Georgeson
Argentina,Verene,vdowgill@optusnet.com.au,Dowgill
Argentina,Byrom,bhenner@hetnet.nl,Henner
Argentina,Carlyn,cbreem@yahoo.com,Breem
Argentina,Albertina,adimbylow@voila.fr,Dimbylow
Argentina,Amy,ajohantges@optonline.net,Johantges
Argentina,Alva,amorpeth@terra.com.br,Morpeth
Argentina,Gabby,gloody@outlook.com,Loody
Argentina,Karel,kfriedman@planet.nl,Friedman
Argentina,Clo,cweekley@live.com,Weekley
Argentina,Reinald,rstuck@mac.com,Stuck
Argentina,Janella,jbarracks@centurytel.net,Barracks
Argentina,Godfrey,gdeetlof@facebook.com,Deetlof
Argentina,Vern,vmckeefry@yahoo.de,McKeefry
Argentina,Yehudit,ycrankhorn@earthlink.net,Crankhorn
Argentina,Shanan,smulchrone@bluewin.ch,Mulchrone
Argentina,Giuditta,gmiell@hotmail.fr,Miell
Argentina,Ginger,grohan@tiscali.co.uk,Rohan
Argentina,Drona,dmccritichie@bluewin.ch,McCritichie
Argentina,Waly,wtschersich@live.fr,Tschersich
Argentina,Marlowe,mbrandin@me.com,Brandin
Argentina,Kassie,kurwen@uol.com.br,Urwen
Argentina,Deonne,dmarsay@yahoo.com.ar,Marsay
Argentina,Findlay,farton@hotmail.es,Arton
Argentina,Jacinda,jminet@yahoo.com,Minet
Argentina,Jazmin,jfairy@charter.net,Fairy
Argentina,Daryle,dantoniewicz@hotmail.co.uk,Antoniewicz
Argentina,Melessa,mverdy@ymail.com,Verdy
Argentina,Sisile,schatters@live.com.au,Chatters
Argentina,Ricki,rkaindl@centurytel.net,Kaindl
Armenia,Jerad,jpendrey@outlook.com,Pendrey
Armenia,Jessalin,jmanssuer@skynet.be,Manssuer
Armenia,Cirstoforo,cschneider@ig.com.br,Schneider
Armenia,John,jmacconnal@cox.net,MacConnal
Armenia,Jean,jcongdon@bigpond.com,Congdon
Armenia,Jerad,jmatyatin@hotmail.es,Matyatin
Armenia,Rosita,rjuliano@windstream.net,Juliano
Armenia,Elana,ebanishevitz@comcast.net,Banishevitz
Armenia,Sonja,sheball@frontiernet.net,Heball
Armenia,Felix,friba@hotmail.it,Riba
Armenia,Jeremy,jbrando@live.com.au,Brando
Armenia,Lusa,llevensky@sky.com,Levensky
Armenia,Annabel,akulas@bellsouth.net,Kulas
Armenia,Starlin,sreedman@verizon.net,Reedman
Armenia,Eva,eslogrove@centurytel.net,Slogrove
Armenia,Rivkah,rseer@optusnet.com.au,Seer
Armenia,Derward,dsainer@sfr.fr,Sainer
Armenia,Artur,adansken@hetnet.nl,Dansken
Armenia,Peggi,pbooij@freenet.de,Booij
Armenia,Cesare,civanitsa@rediffmail.com,Ivanitsa
Armenia,Mora,mgebbe@yahoo.co.id,Gebbe
Armenia,Phineas,ptrice@gmx.de,Trice
Armenia,Jillane,jcapstaff@hotmail.com,Capstaff
Armenia,Shawnee,scarmo@hotmail.it,Carmo
Armenia,Elnora,ejedryka@chello.nl,Jedryka
Armenia,Rolfe,rfritter@bol.com.br,Fritter
Armenia,Vincenty,vmesser@ntlworld.com,Messer
Armenia,Clement,cvaszoly@live.co.uk,Vaszoly
Armenia,Prentiss,pmyall@live.it,Myall
Australia,Cherianne,cpresnell@live.co.uk,Presnell
Australia,Randy,rlevensky@hotmail.com,Levensky
Australia,Gnni,gshank@yahoo.fr,Shank
Australia,Gail,gbumby@tin.it,Bumby
Australia,Donnie,detherington@yahoo.it,Etherington
Australia,Shandie,shavile@optusnet.com.au,Havile
Australia,Gavin,go' dornan@t-online.de,O' Dornan
Australia,Garreth,gkenwrick@blueyonder.co.uk,Kenwrick
Australia,Gabbie,gtaffley@arcor.de,Taffley
Australia,Gelya,ghackinge@laposte.net,Hackinge
Australia,Tabbie,tzannolli@mail.com,Zannolli
Australia,Ugo,ubeddoe@sfr.fr,Beddoe
Australia,Fair,flambkin@msn.com,Lambkin
Australia,Annabelle,amcritchie@msn.com,McRitchie
Australia,Erhart,emaccole@live.co.uk,MacCole
Australia,Paddy,pwarwick@bellsouth.net,Warwick
Australia,Claudia,csowrey@charter.net,Sowrey
Australia,Cleon,cgueny@tiscali.it,Gueny
Australia,Xever,xarchambault@freenet.de,Archambault
Australia,Dar,dbyrnes@yahoo.co.in,Byrnes
Australia,Maurita,mfinden@chello.nl,Finden
Australia,Feodor,farchambault@live.fr,Archambault
Australia,Candida,cramsey@yahoo.co.id,Ramsey
Australia,Albertina,apresnell@arcor.de,Presnell
Austria,Paulie,phazell@ntlworld.com,Hazell
Austria,Valli,vverdy@bol.com.br,Verdy
Austria,Errick,efinlan@yahoo.co.in,Finlan
Austria,Xenos,xbattye@sfr.fr,Battye
Austria,Maible,mo'cannovane@telenet.be,O'Cannovane
Austria,Jacinda,jsimonsson@bluewin.ch,Simonsson
Austria,Ranice,rleatt@live.fr,Leatt
Austria,Northrop,npottle@skynet.be,Pottle
Austria,Butch,bglazyer@yahoo.co.uk,Glazyer
Austria,Herbert,hleatt@aol.com,Leatt
Austria,Ingram,ivedenichev@sfr.fr,Vedenichev
Austria,Simeon,spatullo@gmx.net,Patullo
Austria,Brinn,breitenbach@mac.com,Reitenbach
Austria,Braden,bbambrugh@virgilio.it,Bambrugh
Austria,Cyndy,ckhomishin@yandex.ru,Khomishin
Austria,Timmie,tlemarchant@virgilio.it,LeMarchant
Austria,Darb,dhallahan@orange.fr,Hallahan
Austria,Halsy,hbrattell@yahoo.com.ar,Brattell
Austria,Becky,bmemory@home.nl,Memory
Austria,Kris,klundbeck@hotmail.es,Lundbeck
Austria,Elenore,edumphries@neuf.fr,Dumphries
Austria,Rickard,rkulas@arcor.de,Kulas
Austria,Cordy,cfillary@msn.com,Fillary
Austria,Yvonne,ygilburt@freenet.de,Gilburt
Austria,Jacinta,jantoniewicz@zonnet.nl,Antoniewicz
Austria,Christoph,cscholig@rediffmail.com,Scholig
Austria,Caren,curwen@charter.net,Urwen
Austria,Becky,bchatelet@yahoo.co.uk,Chatelet
Austria,Vivi,vliebmann@earthlink.net,Liebmann
Austria,Natala,nfrend@yahoo.co.jp,Frend
Austria,Byrom,bnewiss@bol.com.br,Newiss
Austria,Prescott,pmanssuer@yahoo.com.sg,Manssuer
Austria,Lia,lgreenhowe@uol.com.br,Greenhowe
Austria,Cleon,ceastlake@neuf.fr,Eastlake
Austria,Svend,sbacup@bigpond.com,Bacup
Austria,Maryjo,mwoodland@yandex.ru,Woodland
Austria,Darb,dchastanet@optusnet.com.au,Chastanet
Austria,Marketa,mdexter@outlook.com,Dexter
Austria,Jeramey,jslogrove@cox.net,Slogrove
Austria,Daniella,dcreenan@gmx.net,Creenan
Austria,Starlin,sbartolozzi@bigpond.net.au,Bartolozzi
Austria,Dyan,daartsen@home.nl,Aartsen
Austria,Alec,aeastcott@tiscali.co.uk,Eastcott
Austria,Prue,pjerke@blueyonder.co.uk,Jerke
Austria,Ugo,uo'neill@bluewin.ch,O'Neill
Austria,Prue,parton@charter.net,Arton
Austria,Ricki,rgollin@yandex.ru,Gollin
Azerbaijan,Pierrette,polenikov@hotmail.fr,Olenikov
Azerbaijan,Aggie,astollard@yahoo.co.jp,Stollard
Azerbaijan,Paxton,prumford@freenet.de,Rumford
Azerbaijan,Shanan,sviel@windstream.net,Viel
Azerbaijan,Everard,emarvell@club-internet.fr,Marvell
Azerbaijan,Inez,ibensley@yahoo.com,Bensley
Azerbaijan,Lanny,lgyde@orange.fr,Gyde
Azerbaijan,Denver,dmather@hetnet.nl,Mather
Azerbaijan,Maressa,mbarthot@yahoo.es,Barthot
Azerbaijan,Waite,wsalsberg@zonnet.nl,Salsberg
Azerbaijan,Doro,do'quin@sfr.fr,O'Quin
Azerbaijan,Remy,rskym@web.de,Skym
Azerbaijan,Mick,mverny@sfr.fr,Verny
Azerbaijan,Correna,chackinge@yahoo.com.br,Hackinge
Azerbaijan,Mervin,mtanswill@frontiernet.net,Tanswill
Azerbaijan,Conrado,cbiset@live.co.uk,Biset
Azerbaijan,Sheridan,stracy@windstream.net,Tracy
Azerbaijan,Glyn,gribey@charter.net,Ribey
Azerbaijan,Caddric,cdimbylow@wanadoo.fr,Dimbylow
Azerbaijan,Ansel,adinnies@freenet.de,Dinnies
Azerbaijan,Alverta,alamperti@tin.it,Lamperti
Azerbaijan,Kalila,kbarrie@yahoo.in,Barrie
Azerbaijan,Lu,lborthram@live.fr,Borthram
Azerbaijan,Braden,bfinlan@me.com,Finlan
Azerbaijan,Rance,rstrickland@tiscali.co.uk,Strickland
Azerbaijan,Horst,hmebius@alice.it,Mebius
Azerbaijan,Burton,bo'gavin@skynet.be,O'Gavin
Azerbaijan,Amby,acovolini@mail.ru,Covolini
Azerbaijan,Malcolm,mjewess@skynet.be,Jewess
Azerbaijan,Ede,eturle@yahoo.co.id,Turle
Azerbaijan,Gavin,gjedryka@outlook.com,Jedryka
Azerbaijan,Andros,awhicher@shaw.ca,Whicher
Azerbaijan,Reinald,rcaddy@live.com,Caddy
Bahamas,Karlee,kbassil@optonline.net,Bassil
Bahamas,Glynn,gdaid@verizon.net,Daid
Bahamas,Kylie,khattam@yahoo.in,Hattam
Bahamas,Alexi,aloads@charter.net,Loads
Bahamas,Kirby,klippett@sbcglobal.net,Lippett
Bahamas,Devin,djose@hotmail.com,Jose
Bahamas,Kirk,kswetman@ntlworld.com,Swetman
Bahamas,Dalli,dwestrope@planet.nl,Westrope
Bahamas,Everett,egeorgeson@msn.com,Georgeson
Bahamas,Robbyn,rjamieson@free.fr,Jamieson
Bahamas,Saundra,scaulket@msn.com,Caulket
Bahamas,Sondra,shuddy@aim.com,Huddy
Bahamas,Barde,bcurtiss@facebook.com,Curtiss
Bahamas,Jacinda,jbrigstock@juno.com,Brigstock
Bahamas,Marita,mdel monte@yahoo.com.mx,Del Monte
Bahamas,Sileas,sjerrolt@mac.com,Jerrolt
Bahamas,Sol,spedler@yahoo.com.ar,Pedler
Bahamas,Emiline,ehullin@sfr.fr,Hullin
Bahamas,Beale,bdominicacci@facebook.com,Dominicacci
Bahamas,Karylin,kniezen@freenet.de,Niezen
Bahamas,Daryl,dflowith@hotmail.co.uk,Flowith
Bahamas,Sherwood,sthunnerclef@rocketmail.com,Thunnerclef
Bahamas,Sergei,shoggin@live.fr,Hoggin
Bahamas,Jemmie,jalbrook@web.de,Albrook
Bahamas,Lothario,lkeetch@bluewin.ch,Keetch
Bahamas,Antoine,ablay@bellsouth.net,Blay
Bahamas,Louisa,lo'doogan@earthlink.net,O'Doogan
Bahamas,Doro,dpaul@yahoo.in,Paul
Bahamas,Nadya,nverdy@sbcglobal.net,Verdy
Bahamas,Jacinta,jellyatt@rocketmail.com,Ellyatt
Bahamas,Stevana,solenikov@ntlworld.com,Olenikov
Bahamas,Winnie,wcasper@bluewin.ch,Casper
Bahamas,Reeta,rgilleon@orange.fr,Gilleon
Bahamas,Emory,ewilne@gmx.de,Wilne
Bahamas,Fraze,fjuliano@orange.fr,Juliano
Bahamas,Verene,vdyers@planet.nl,Dyers
Bahamas,Trstram,tcahey@gmx.de,Cahey
Bahamas,Gail,glacasa@rocketmail.com,Lacasa
Bahrain,Susy,saleksankin@yahoo.com.mx,Aleksankin
Bahrain,Kevin,kwestcot@bellsouth.net,Westcot
Bahrain,Skippy,sfranceschi@yahoo.it,Franceschi
Bahrain,Carolyne,cshearme@yahoo.com.au,Shearme
Bahrain,Delila,dducastel@yahoo.ca,Ducastel
Bahrain,Bastien,ble marquand@t-online.de,Le Marquand
Bahrain,Penelopa,pvallens@yahoo.es,Vallens
Bahrain,Prescott,pbilovsky@t-online.de,Bilovsky
Bahrain,Sax,so'gavin@yahoo.com,O'Gavin
Bahrain,Valry,vwhelband@blueyonder.co.uk,Whelband
Bahrain,Sheffield,sshuttell@zonnet.nl,Shuttell
Bahrain,Gerladina,gbirkenhead@sympatico.ca,Birkenhead
Bahrain,Orin,oturle@uol.com.br,Turle
Bahrain,Cary,ckerslake@me.com,Kerslake
Bahrain,Meade,mbyrnes@gmx.net,Byrnes
Bahrain,Salmon,smundwell@yahoo.co.jp,Mundwell
Bahrain,Kelcy,kconahy@mail.com,Conahy
Bahrain,Giulio,gfadell@live.co.uk,Fadell
Bahrain,Marve,mdockrell@rediffmail.com,Dockrell
Bahrain,Auria,aharty@aliceadsl.fr,Harty
Bahrain,Kristin,kdelong@msn.com,Delong
Bahrain,Luigi,lkhomishin@skynet.be,Khomishin
Bahrain,Emory,egemson@aim.com,Gemson
Bahrain,Frederigo,freasun@cox.net,Reasun
Bahrain,Galen,gbuscombe@yahoo.de,Buscombe
Bahrain,Barret,bwoodland@yahoo.co.in,Woodland
Bahrain,Northrup,nlucien@sympatico.ca,Lucien
Bahrain,Kameko,kbumby@frontiernet.net,Bumby
Bahrain,Maxine,mdesport@comcast.net,Desport
Bahrain,Myrta,mharriot@windstream.net,Harriot
Bahrain,Cary,ccrayden@blueyonder.co.uk,Crayden
Bahrain,Ellis,escorton@hotmail.de,Scorton
Bahrain,Bo,bsimm@yahoo.es,Simm
Bahrain,Maxine,mfelipe@earthlink.net,Felipe
Bahrain,Rois,rgoodban@chello.nl,Goodban
Bahrain,Carissa,creiner@cox.net,Reiner
Bahrain,Brook,bcronkshaw@live.ca,Cronkshaw
Bahrain,Gawen,ghamlin@live.nl,Hamlin
Bangladesh,Merilee,mmcgreal@hotmail.com,McGreal
Bangladesh,Nadya,njurgensen@bol.com.br,Jurgensen
Bangladesh,Randy,rsummons@blueyonder.co.uk,Summons
Bangladesh,Benedict,bde lorenzo@hetnet.nl,De Lorenzo
Bangladesh,Odey,odauney@hotmail.it,Dauney
Bangladesh,Rockie,rmennithorp@telenet.be,Mennithorp
Bangladesh,Karney,kgrayston@live.ca,Grayston
Bangladesh,Melodee,mo'neill@hotmail.com,O'Neill
Bangladesh,Annelise,agresswood@yahoo.com.sg,Gresswood
Bangladesh,Sonja,syeomans@sbcglobal.net,Yeomans
Bangladesh,Timmy,tschneider@telenet.be,Schneider
Bangladesh,Tybi,tdel monte@ig.com.br,Del Monte
Bangladesh,Rahel,rhartless@windstream.net,Hartless
Bangladesh,Stevana,spendrey@hetnet.nl,Pendrey
Bangladesh,Shaylah,sstollard@sbcglobal.net,Stollard
Bangladesh,Tildy,tdrakeford@rambler.ru,Drakeford
Bangladesh,Antoine,amussared@cox.net,Mussared
Bangladesh,Valry,vlevensky@aim.com,Levensky
Bangladesh,Marissa,mdisbrow@live.fr,Disbrow
Bangladesh,Adrea,amaase@virgilio.it,Maase
Bangladesh,Tabby,tblundin@mail.com,Blundin
Bangladesh,Ernesta,ecrebbin@neuf.fr,Crebbin
Bangladesh,Matthus,mvan oord@orange.fr,Van Oord
Bangladesh,Marketa,mwalesby@laposte.net,Walesby
Bangladesh,Fanni,frevans@live.it,Revans
Bangladesh,Rois,rramsey@yahoo.de,Ramsey
Bangladesh,Carolyne,cfoakes@free.fr,Foakes
Bangladesh,Ugo,udyball@club-internet.fr,Dyball
Bangladesh,Auberon,ahindge@bluewin.ch,Hindge
Bangladesh,Darn,do' dornan@free.fr,O' Dornan
Barbados,Galen,gchewter@hotmail.it,Chewter
Barbados,Bax,bswainston@yahoo.com.mx,Swainston
Barbados,Pegeen,paxten@live.com.au,Axten
Barbados,Bennett,bsokill@optonline.net,Sokill
Barbados,Valma,vbigly@aol.com,Bigly
Barbados,Tiebold,tbromidge@gmail.com,Bromidge
Barbados,Hali,hgarric@rocketmail.com,Garric
Barbados,Inness,iglazyer@earthlink.net,Glazyer
Barbados,Lia,ljermyn@yahoo.in,Jermyn
Barbados,Mora,mbrigstock@aim.com,Brigstock
Barbados,Daren,dfritter@bol.com.br,Fritter
Barbados,Cathleen,cledekker@bigpond.net.au,Ledekker
Barbados,Francesca,fpettiward@centurytel.net,Pettiward
Barbados,Karlee,kcrebbin@live.ca,Crebbin
Barbados,Winne,wkrier@chello.nl,Krier
Barbados,Heloise,hmcgrotty@windstream.net,McGrotty
Barbados,Maryjo,mpenzer@tiscali.it,Penzer
Barbados,Valentine,vhallum@yahoo.com.ar,Hallum
Barbados,Tasia,tle maitre@rambler.ru,Le Maitre
Barbados,Veronike,vblay@live.nl,Blay
Barbados,Benedict,bronchka@blueyonder.co.uk,Ronchka
Barbados,Atalanta,aarton@ntlworld.com,Arton
Barbados,Amalle,acornau@yahoo.com.mx,Cornau
Barbados,Benyamin,bmarson@yahoo.co.id,Marson
Barbados,Helyn,hnyssen@centurytel.net,Nyssen
Barbados,Marketa,mleith@centurytel.net,Leith
Barbados,Nevile,nhindge@hotmail.it,Hindge
Barbados,Vin,vhelsby@msn.com,Helsby
Belarus,Starlin,smanssuer@live.fr,Manssuer
Belarus,Helyn,hsainer@free.fr,Sainer
Belarus,Sheffield,smillthorpe@yahoo.com.ar,Millthorpe
Belarus,Corabella,cmew@planet.nl,Mew
Belarus,Alexi,amyhill@rambler.ru,Myhill
Belarus,Jodie,jswabey@tin.it,Swabey
Belarus,Major,mfilmer@windstream.net,Filmer
Belarus,Kris,kwinkless@live.it,Winkless
Belarus,Cornelius,ccongdon@bigpond.net.au,Congdon
